CustomerID,Gender,AgeGroup,CategoryVisited,NumPagesViewed,DeviceUsed,ReferralSource,CartValue,PreferredPaymentMethod,DiscountApplied,DiscountAmount,PurchaseMade,Segment,YearsOfMembership,LoyaltyPoints,LoyaltyTier,State
JH-15127,Male,35-44,Furniture,14,Desktop,Direct,1198.72,Credit Card,Yes,0.2,Yes,Corporate,3,4910,Platinum,California
JH-15231,Female,65+,Home Supplies,8,Laptop,Search Engine,800.0353,Debit Card,No,0,No,Home Office,5,2877,Bronze,Florida
JH-16172,Male,35-44,Technology,3,Desktop,Direct,1129.8912,PayPal,Yes,0.3,No,Home Office,4,2422,Platinum,Texas
JH-19275,Male,35-44,Furniture,7,Laptop,Email,1434.544,Bank Transfer,Yes,0.5,No,Home Office,8,1922,Bronze,Ohio
JH-23102,Male,65+,Technology,5,Desktop,Search Engine,1082.344,Bank Transfer,No,0,No,Home Office,9,1994,Bronze,New York
JH-23715,Male,35-44,Technology,8,Laptop,Direct,981.4984,Bank Transfer,Yes,0.8,Yes,Consumer,6,1163,Platinum,New York
JH-26837,Male,65+,Technology,12,Laptop,Direct,1125.888,Bank Transfer,No,0,No,Home Office,2,1759,Bronze,Texas
JH-29034,Female,18-24,Furniture,16,Desktop,Email,1681.684,Debit Card,Yes,0.5,Yes,Home Office,3,2441,Gold,Florida
JH-30928,Male,35-44,Home Supplies,16,Laptop,Email,1403.3098,Debit Card,Yes,0.2,Yes,Corporate,1,3771,Bronze,Alabama
JH-31489,Male,45-54,Home Supplies,6,Desktop,Social Media,1017.8496,Bank Transfer,No,0,No,Corporate,5,3727,Platinum,Florida
JH-31657,Female,45-54,Furniture,11,Tablet,Search Engine,359.1912,Credit Card,No,0,No,Home Office,3,1089,Gold,Texas
JH-39416,Male,25-34,Home Supplies,15,Tablet,Email,607.5468,Credit Card,Yes,0.3,Yes,Home Office,4,2591,Silver,Alabama
JH-39913,Male,55-64,Home Supplies,7,Mobile,Search Engine,101.1794,Bank Transfer,Yes,0.1,No,Home Office,2,2405,Silver,New York
JH-40694,Male,18-24,Technology,1,Tablet,Search Engine,599.185,Credit Card,No,0,No,Consumer,4,796,Silver,Ohio
JH-47616,Male,45-54,Technology,5,Laptop,Search Engine,1968.864,Debit Card,Yes,0.3,No,Corporate,8,3388,Platinum,New York
JH-49756,Female,55-64,Home Supplies,19,Mobile,Social Media,498.235,Credit Card,Yes,0.7,Yes,Consumer,7,1479,Gold,California
JH-51013,Male,55-64,Furniture,17,Laptop,Direct,1217.2492,Credit Card,No,0,No,Home Office,6,1937,Bronze,New York
JH-51210,Male,25-34,Home Supplies,6,Laptop,Search Engine,962.2946,Credit Card,Yes,0.7,No,Home Office,2,1851,Platinum,Alabama
JH-65965,Male,45-54,Technology,7,Desktop,Direct,1920.246,PayPal,No,0,No,Home Office,1,1519,Bronze,Ohio
JH-67922,Female,18-24,Furniture,1,Desktop,Direct,582.973,Credit Card,Yes,0.1,No,Consumer,6,935,Platinum,New York
JH-75387,Male,65+,Furniture,11,Laptop,Search Engine,1209.36,Bank Transfer,Yes,0.1,Yes,Consumer,6,904,Bronze,New York
JH-76141,Female,18-24,Home Supplies,3,Laptop,Email,704.3728,PayPal,Yes,0.7,No,Consumer,10,387,Bronze,California
JH-78301,Female,65+,Home Supplies,11,Tablet,Search Engine,598.6174,Debit Card,Yes,0.2,Yes,Home Office,6,2342,Bronze,Texas
JH-80479,Male,45-54,Furniture,17,Tablet,Search Engine,695.861,Debit Card,No,0,No,Corporate,10,3069,Platinum,Alabama
JH-81258,Female,18-24,Furniture,8,Mobile,Social Media,273.184,Credit Card,No,0,No,Corporate,7,4779,Bronze,Alabama
JH-81465,Male,18-24,Furniture,2,Laptop,Direct,1116.3805,Credit Card,Yes,0.3,No,Corporate,7,4708,Platinum,Florida
JH-86503,Female,18-24,Furniture,9,Mobile,Email,267.6319,Credit Card,Yes,0.3,No,Consumer,6,115,Bronze,Alabama
JH-87684,Female,35-44,Home Supplies,19,Desktop,Email,1334.2944,Credit Card,Yes,0.2,Yes,Home Office,3,1086,Gold,Alabama
JH-92327,Male,55-64,Home Supplies,8,Tablet,Email,144.1856,Bank Transfer,Yes,0.5,No,Consumer,7,658,Bronze,Alabama
JH-92823,Female,18-24,Home Supplies,10,Tablet,Social Media,519.58,PayPal,Yes,0.8,Yes,Home Office,4,2825,Gold,Alabama
JH-97826,Male,55-64,Furniture,3,Tablet,Search Engine,505.2078,PayPal,No,0,No,Corporate,5,4149,Gold,New York
JH-99412,Male,25-34,Technology,15,Desktop,Email,1608.3677,Credit Card,No,0,No,Home Office,5,1615,Bronze,New York
JI-02928,Male,45-54,Furniture,10,Laptop,Direct,2045.152,Bank Transfer,No,0,No,Home Office,4,1500,Silver,California
JI-03566,Male,18-24,Furniture,1,Laptop,Search Engine,1027.4482,Credit Card,Yes,0.5,No,Corporate,4,4329,Bronze,Florida
JI-06565,Female,65+,Furniture,6,Tablet,Email,170.0361,PayPal,Yes,0.8,Yes,Corporate,10,4514,Bronze,New York
JI-07181,Male,35-44,Home Supplies,18,Tablet,Direct,799.4568,PayPal,Yes,0.2,Yes,Corporate,9,4227,Bronze,Texas
JI-08081,Male,55-64,Technology,2,Laptop,Search Engine,602.563,Debit Card,Yes,0.7,No,Consumer,10,1833,Bronze,Ohio
JI-14582,Male,45-54,Home Supplies,15,Laptop,Social Media,2296.4928,Bank Transfer,Yes,0.2,Yes,Consumer,3,1614,Platinum,New York
JI-34090,Male,18-24,Technology,11,Mobile,Email,776.668,Credit Card,Yes,0.2,Yes,Home Office,2,1823,Silver,Ohio
JI-35019,Female,45-54,Technology,13,Tablet,Search Engine,460.9077,PayPal,No,0,Yes,Consumer,3,176,Platinum,New York
JI-36194,Female,55-64,Furniture,14,Laptop,Email,908.313,Credit Card,Yes,0.2,Yes,Corporate,5,4709,Silver,California
JI-38572,Male,25-34,Technology,18,Laptop,Search Engine,1243.9099,Credit Card,Yes,0.1,No,Corporate,2,3811,Gold,Texas
JI-40909,Female,18-24,Home Supplies,2,Desktop,Email,1272.254,Credit Card,Yes,0.3,No,Home Office,2,1804,Silver,Texas
JI-45630,Male,18-24,Furniture,19,Laptop,Social Media,1418.147,Debit Card,No,0,No,Consumer,1,700,Platinum,California
JI-50001,Male,18-24,Technology,13,Tablet,Social Media,706.108,Debit Card,No,0,No,Corporate,7,4736,Bronze,New York
JI-53160,Male,55-64,Furniture,3,Desktop,Email,1440.216,Credit Card,Yes,0.7,No,Corporate,3,3044,Platinum,Alabama
JI-64672,Male,25-34,Furniture,19,Laptop,Email,1723.84,Credit Card,No,0,No,Home Office,6,1763,Bronze,California
JI-64979,Male,65+,Furniture,5,Mobile,Search Engine,337.5504,PayPal,Yes,0.7,No,Consumer,4,597,Bronze,California
JI-73915,Female,55-64,Technology,4,Tablet,Search Engine,455.184,Credit Card,No,0,No,Home Office,6,1577,Silver,Alabama
JI-74614,Female,25-34,Furniture,3,Desktop,Direct,1033.716,Credit Card,No,0,No,Corporate,4,3093,Bronze,Ohio
JI-80569,Female,18-24,Technology,19,Mobile,Email,893.4592,Credit Card,No,0,No,Corporate,5,4008,Gold,Alabama
JI-83729,Male,45-54,Home Supplies,8,Laptop,Direct,876.8032,PayPal,Yes,0.7,No,Corporate,2,3878,Gold,California
JI-90744,Female,45-54,Technology,15,Laptop,Email,1135.6119,PayPal,Yes,0.7,Yes,Home Office,9,2283,Silver,Florida
JI-93116,Female,55-64,Furniture,14,Laptop,Search Engine,1755.9064,Bank Transfer,Yes,0.1,Yes,Home Office,10,1574,Platinum,Florida
JI-94004,Female,55-64,Home Supplies,4,Desktop,Direct,1516.2936,PayPal,No,0,No,Consumer,7,1514,Platinum,California
JI-94550,Female,35-44,Furniture,15,Tablet,Direct,722.0108,Debit Card,No,0,No,Home Office,7,1355,Platinum,Texas
JI-94576,Female,45-54,Home Supplies,17,Tablet,Email,378.0784,Bank Transfer,No,0,No,Corporate,9,3051,Gold,Alabama
JI-95408,Male,25-34,Technology,14,Desktop,Direct,1689.2125,Debit Card,No,0,No,Home Office,5,2414,Platinum,Florida
JI-97800,Female,65+,Furniture,7,Tablet,Email,135.2752,Credit Card,Yes,0.5,No,Corporate,2,4323,Platinum,Ohio
JJ-03621,Female,55-64,Home Supplies,5,Desktop,Direct,1195.96,PayPal,Yes,0.3,No,Corporate,8,3040,Gold,California
JJ-03817,Female,25-34,Technology,13,Laptop,Social Media,897.4095,Credit Card,Yes,0.2,Yes,Home Office,10,1102,Platinum,Texas
JJ-07751,Female,18-24,Technology,6,Desktop,Social Media,1334.64,Credit Card,No,0,No,Home Office,5,2334,Gold,California
JJ-11507,Male,35-44,Technology,18,Laptop,Search Engine,1604.7971,PayPal,Yes,0.2,Yes,Home Office,7,2412,Silver,Ohio
JJ-20800,Female,35-44,Technology,13,Laptop,Email,1427.855,Debit Card,No,0,No,Home Office,5,1460,Bronze,Alabama
JJ-23121,Female,45-54,Furniture,7,Laptop,Search Engine,1443.1888,PayPal,No,0,No,Corporate,10,4976,Bronze,Florida
JJ-24504,Female,25-34,Home Supplies,11,Laptop,Email,1461.1984,Credit Card,Yes,0.7,Yes,Consumer,9,1448,Silver,Florida
JJ-25213,Female,65+,Furniture,11,Laptop,Direct,1695.742,Bank Transfer,Yes,0.2,Yes,Corporate,10,3382,Silver,Alabama
JJ-27039,Male,18-24,Furniture,2,Tablet,Direct,364.9256,Debit Card,Yes,0.7,No,Corporate,5,3172,Silver,Florida
JJ-29245,Male,45-54,Home Supplies,1,Laptop,Search Engine,800.1928,Bank Transfer,Yes,0.8,Yes,Home Office,6,2941,Platinum,New York
JJ-34009,Male,35-44,Furniture,10,Laptop,Email,968.1463,Credit Card,Yes,0.8,Yes,Consumer,3,1754,Gold,Alabama
JJ-35280,Male,25-34,Technology,16,Desktop,Direct,1541.78,Credit Card,No,0,No,Home Office,8,1011,Gold,Texas
JJ-41822,Female,65+,Technology,10,Tablet,Direct,597.508,PayPal,No,0,No,Corporate,6,3203,Silver,Alabama
JJ-43582,Male,25-34,Furniture,6,Mobile,Social Media,976.992,PayPal,No,0,No,Corporate,4,3965,Silver,Florida
JJ-47288,Female,35-44,Technology,3,Desktop,Direct,911.5506,Debit Card,Yes,0.7,No,Consumer,1,1761,Platinum,Texas
JJ-49887,Female,35-44,Furniture,8,Desktop,Email,1240.336,Bank Transfer,No,0,No,Home Office,1,2042,Gold,Alabama
JJ-56455,Male,55-64,Technology,7,Laptop,Direct,785.0794,Debit Card,No,0,No,Home Office,9,1621,Platinum,Ohio
JJ-57255,Female,25-34,Technology,4,Desktop,Search Engine,878.608,Credit Card,No,0,No,Home Office,6,2087,Gold,California
JJ-68695,Female,35-44,Technology,19,Desktop,Email,1965.7135,Credit Card,Yes,0.1,Yes,Consumer,6,1278,Silver,Alabama
JJ-69687,Male,25-34,Home Supplies,11,Mobile,Social Media,545.0852,Debit Card,Yes,0.8,Yes,Consumer,5,1799,Bronze,California
JJ-73935,Female,35-44,Furniture,10,Laptop,Email,995.7844,Credit Card,Yes,0.7,Yes,Home Office,9,1820,Bronze,Alabama
JJ-75960,Female,35-44,Technology,10,Tablet,Email,801.3864,Credit Card,Yes,0.1,No,Corporate,7,3511,Platinum,Florida
JJ-76874,Female,25-34,Home Supplies,16,Desktop,Social Media,1128.3264,Debit Card,Yes,0.2,Yes,Consumer,10,1131,Platinum,Florida
JJ-78757,Female,65+,Technology,16,Desktop,Direct,1081.8859,Credit Card,Yes,0.7,Yes,Home Office,8,1364,Gold,California
JJ-81203,Male,25-34,Technology,9,Desktop,Email,1419.6492,Debit Card,No,0,No,Corporate,5,3506,Platinum,Texas
JJ-82268,Male,18-24,Home Supplies,11,Tablet,Email,506.4032,Credit Card,Yes,0.5,No,Home Office,1,1761,Silver,Alabama
JJ-87595,Male,18-24,Technology,8,Laptop,Social Media,1021.869,PayPal,Yes,0.3,No,Corporate,7,4821,Bronze,Florida
JJ-89887,Female,25-34,Furniture,17,Mobile,Email,556.5552,PayPal,No,0,No,Consumer,5,1960,Bronze,Texas
JJ-93781,Female,18-24,Furniture,19,Mobile,Direct,755.656,Credit Card,Yes,0.2,Yes,Home Office,7,2409,Silver,Texas
JJ-97161,Male,65+,Technology,9,Laptop,Search Engine,1498.416,Credit Card,No,0,No,Corporate,4,4005,Bronze,Florida
JJ-97218,Female,55-64,Furniture,17,Tablet,Direct,1040.296,Bank Transfer,Yes,0.1,Yes,Corporate,10,3015,Silver,Texas
JK-00977,Male,25-34,Furniture,12,Laptop,Social Media,1206.7848,PayPal,Yes,0.2,Yes,Corporate,2,3312,Silver,Ohio
JK-06947,Female,25-34,Technology,14,Mobile,Direct,257.1688,Credit Card,Yes,0.2,Yes,Home Office,10,1630,Silver,Ohio
JK-10717,Male,55-64,Home Supplies,19,Laptop,Direct,1137.7648,Credit Card,Yes,0.3,No,Corporate,9,4391,Silver,New York
JK-12888,Female,18-24,Technology,16,Laptop,Search Engine,1177.6753,Credit Card,Yes,0.1,No,Corporate,1,3627,Gold,Florida
JK-14443,Female,25-34,Technology,10,Mobile,Social Media,258.3148,PayPal,No,0,No,Corporate,1,3007,Gold,Florida
JK-21514,Female,45-54,Furniture,17,Tablet,Social Media,517.0696,Debit Card,Yes,0.3,No,Corporate,8,4028,Platinum,New York
JK-25140,Female,25-34,Technology,8,Mobile,Direct,104.106,Credit Card,Yes,0.5,No,Consumer,8,1402,Bronze,Florida
JK-28196,Female,25-34,Technology,5,Tablet,Email,534.589,Credit Card,Yes,0.2,Yes,Consumer,3,530,Gold,Florida
JK-28373,Female,35-44,Home Supplies,19,Desktop,Search Engine,1266.04,Credit Card,Yes,0.3,No,Home Office,4,2817,Silver,New York
JK-29068,Female,18-24,Technology,16,Laptop,Social Media,1322.9932,Debit Card,No,0,No,Corporate,1,3393,Silver,Alabama
JK-41727,Female,65+,Technology,3,Mobile,Direct,239.328,Bank Transfer,Yes,0.5,No,Corporate,2,4932,Platinum,Texas
JK-43125,Male,35-44,Technology,11,Tablet,Social Media,500.7073,Bank Transfer,Yes,0.3,Yes,Home Office,3,2345,Platinum,New York
JK-50569,Female,45-54,Home Supplies,10,Desktop,Email,1950.8896,Debit Card,Yes,0.7,No,Corporate,5,3362,Bronze,Texas
JK-52519,Female,35-44,Home Supplies,17,Laptop,Direct,1718.1856,Credit Card,No,0,No,Consumer,8,1907,Bronze,New York
JK-55576,Male,35-44,Home Supplies,15,Desktop,Search Engine,1606.49,Bank Transfer,Yes,0.7,Yes,Home Office,9,2428,Bronze,Ohio
JK-60492,Male,65+,Home Supplies,11,Tablet,Social Media,807.9291,Bank Transfer,Yes,0.2,Yes,Home Office,7,2996,Silver,Alabama
JK-64371,Female,35-44,Furniture,5,Laptop,Email,1388.9483,Credit Card,Yes,0.7,No,Home Office,9,1241,Gold,Alabama
JK-65262,Female,55-64,Technology,19,Desktop,Direct,1381.6273,Debit Card,Yes,0.7,Yes,Home Office,1,2230,Platinum,New York
JK-67248,Male,35-44,Furniture,3,Desktop,Social Media,1347.426,Bank Transfer,Yes,0.1,No,Consumer,2,955,Bronze,California
JK-67455,Male,35-44,Technology,11,Laptop,Direct,1722.7156,PayPal,Yes,0.2,Yes,Corporate,3,3972,Silver,Ohio
JK-67727,Male,18-24,Technology,17,Desktop,Search Engine,1183.0184,Credit Card,Yes,0.3,No,Home Office,9,1810,Platinum,Alabama
JK-72010,Female,65+,Home Supplies,16,Tablet,Direct,326.876,Credit Card,Yes,0.5,Yes,Corporate,10,4277,Silver,Ohio
JK-73766,Female,35-44,Home Supplies,4,Desktop,Search Engine,1803.214,Bank Transfer,No,0,No,Consumer,2,1150,Bronze,Florida
JK-74379,Female,35-44,Home Supplies,14,Desktop,Direct,2225.1154,PayPal,Yes,0.3,No,Consumer,2,883,Platinum,Texas
JK-81115,Male,65+,Furniture,2,Desktop,Search Engine,1391.9776,Bank Transfer,Yes,0.3,No,Consumer,8,1379,Silver,Alabama
JK-88402,Female,65+,Home Supplies,17,Desktop,Direct,1160.3744,Bank Transfer,No,0,No,Corporate,9,4265,Gold,Texas
JK-94088,Female,55-64,Furniture,3,Laptop,Search Engine,1360.4193,Credit Card,Yes,0.3,No,Consumer,7,1677,Gold,Alabama
JK-97272,Male,65+,Home Supplies,13,Laptop,Search Engine,1270.1224,Debit Card,Yes,0.5,No,Consumer,3,1863,Silver,California
JL-14701,Male,35-44,Home Supplies,15,Laptop,Email,1041.6627,PayPal,No,0,No,Corporate,7,4890,Silver,Ohio
JL-16252,Male,18-24,Furniture,8,Desktop,Email,1416.91,PayPal,Yes,0.3,No,Home Office,10,1314,Bronze,New York
JL-16684,Female,18-24,Technology,10,Desktop,Direct,1041.121,Debit Card,No,0,No,Consumer,10,1023,Silver,California
JL-19820,Female,65+,Technology,19,Desktop,Social Media,885.398,PayPal,Yes,0.1,No,Corporate,10,4055,Gold,Alabama
JL-22780,Male,35-44,Technology,12,Laptop,Social Media,836.8866,PayPal,Yes,0.1,Yes,Home Office,8,1157,Gold,Alabama
JL-23009,Female,55-64,Furniture,11,Desktop,Email,645.8544,PayPal,Yes,0.1,Yes,Corporate,2,4858,Silver,Alabama
JL-24718,Female,65+,Technology,2,Laptop,Social Media,748.5592,PayPal,No,0,No,Corporate,7,4953,Bronze,California
JL-27755,Female,18-24,Home Supplies,12,Mobile,Email,358.488,Credit Card,Yes,0.2,Yes,Home Office,10,2325,Silver,Ohio
JL-41781,Male,55-64,Technology,15,Mobile,Direct,253.6699,PayPal,Yes,0.7,Yes,Home Office,7,2856,Platinum,Alabama
JL-45709,Female,25-34,Technology,6,Desktop,Direct,1043.9748,PayPal,Yes,0.5,No,Corporate,2,3096,Gold,Florida
JL-49747,Male,35-44,Technology,3,Desktop,Social Media,654.141,PayPal,Yes,0.3,No,Corporate,3,4461,Gold,Ohio
JL-58623,Male,35-44,Home Supplies,10,Desktop,Social Media,1283.8288,Debit Card,Yes,0.7,No,Corporate,8,4200,Platinum,Ohio
JL-58746,Female,65+,Furniture,9,Laptop,Social Media,1285.7076,Credit Card,No,0,No,Corporate,4,4942,Platinum,Alabama
JL-59097,Male,55-64,Furniture,18,Laptop,Search Engine,1581.4116,Bank Transfer,No,0,No,Corporate,1,4360,Bronze,Alabama
JL-59998,Male,55-64,Technology,15,Tablet,Email,510.5376,Debit Card,Yes,0.1,No,Corporate,9,4992,Bronze,New York
JL-63469,Female,25-34,Technology,15,Laptop,Social Media,1518.792,PayPal,Yes,0.5,Yes,Consumer,2,246,Silver,Alabama
JL-63814,Male,45-54,Technology,17,Laptop,Direct,747.5952,Bank Transfer,No,0,No,Home Office,5,1254,Silver,Alabama
JL-79096,Male,18-24,Technology,16,Mobile,Search Engine,348.7729,PayPal,Yes,0.2,Yes,Consumer,8,1215,Bronze,Alabama
JL-79785,Female,55-64,Technology,5,Laptop,Search Engine,2302.2581,PayPal,No,0,No,Consumer,1,667,Bronze,Ohio
JL-80438,Female,45-54,Technology,13,Desktop,Social Media,937.3732,PayPal,Yes,0.3,Yes,Corporate,6,4447,Gold,Florida
JL-80620,Male,55-64,Technology,10,Laptop,Direct,1519.5467,Bank Transfer,Yes,0.5,Yes,Corporate,10,3250,Bronze,Florida
JL-81202,Male,45-54,Home Supplies,14,Tablet,Search Engine,587.554,Bank Transfer,Yes,0.1,Yes,Corporate,3,4794,Platinum,Alabama
JL-83889,Female,65+,Furniture,19,Mobile,Search Engine,787.03,Debit Card,Yes,0.2,Yes,Home Office,7,1412,Bronze,Ohio
JL-85376,Female,45-54,Home Supplies,15,Desktop,Search Engine,1675.0728,Bank Transfer,Yes,0.2,Yes,Home Office,8,1452,Silver,Ohio
JL-86309,Male,45-54,Home Supplies,16,Mobile,Search Engine,320.4301,PayPal,Yes,0.2,Yes,Consumer,5,1368,Gold,Alabama
JL-88943,Male,25-34,Home Supplies,14,Tablet,Email,258.8212,Credit Card,Yes,0.2,Yes,Consumer,4,703,Bronze,Alabama
JL-92625,Male,45-54,Home Supplies,2,Mobile,Search Engine,601.504,Bank Transfer,Yes,0.1,No,Corporate,7,4089,Platinum,New York
JL-94325,Male,18-24,Technology,19,Laptop,Social Media,2055.6897,Credit Card,No,0,No,Corporate,1,4188,Silver,Texas
JL-97899,Female,25-34,Furniture,16,Laptop,Direct,1411.176,Credit Card,Yes,0.7,Yes,Home Office,9,1011,Bronze,California
JM-03525,Male,55-64,Technology,17,Laptop,Social Media,1634.461,PayPal,Yes,0.1,No,Home Office,9,2460,Bronze,Florida
JM-03795,Female,18-24,Technology,11,Desktop,Social Media,707.901,Credit Card,Yes,0.5,Yes,Consumer,6,310,Silver,California
JM-07031,Female,25-34,Home Supplies,5,Tablet,Search Engine,391.21,PayPal,Yes,0.7,No,Consumer,8,1698,Gold,Alabama
JM-07953,Female,55-64,Furniture,18,Mobile,Social Media,655.952,Debit Card,Yes,0.8,Yes,Consumer,7,431,Gold,Texas
JM-08474,Female,25-34,Home Supplies,16,Laptop,Search Engine,1244.1456,PayPal,Yes,0.5,Yes,Consumer,10,1333,Gold,New York
JM-09087,Male,55-64,Home Supplies,11,Desktop,Search Engine,1473.11,Bank Transfer,Yes,0.5,Yes,Corporate,3,4654,Platinum,New York
JM-10405,Male,45-54,Furniture,12,Desktop,Social Media,1479.1392,Bank Transfer,Yes,0.2,Yes,Corporate,2,3241,Gold,Alabama
JM-11271,Male,25-34,Technology,2,Laptop,Search Engine,1079.9086,PayPal,Yes,0.7,No,Home Office,4,2822,Platinum,Florida
JM-11974,Male,35-44,Home Supplies,9,Desktop,Social Media,1811.0712,Bank Transfer,Yes,0.1,No,Corporate,8,4467,Platinum,California
JM-12089,Female,35-44,Technology,4,Desktop,Search Engine,1239.904,Debit Card,Yes,0.3,No,Corporate,8,3088,Silver,Ohio
JM-12196,Female,45-54,Technology,12,Desktop,Email,778.2259,Credit Card,Yes,0.2,Yes,Consumer,10,249,Platinum,Alabama
JM-13250,Female,25-34,Technology,19,Tablet,Email,806.3312,PayPal,No,0,No,Home Office,8,2146,Bronze,Ohio
JM-14290,Female,45-54,Technology,6,Desktop,Direct,912.11,Debit Card,Yes,0.1,No,Home Office,3,1533,Platinum,California
JM-14716,Female,25-34,Technology,10,Desktop,Search Engine,900.3952,Debit Card,No,0,No,Home Office,10,1165,Platinum,Ohio
JM-18838,Female,65+,Furniture,5,Laptop,Search Engine,1600.8496,Debit Card,No,0,No,Corporate,7,4467,Platinum,New York
JM-19257,Male,45-54,Home Supplies,5,Desktop,Social Media,1792.8584,Debit Card,Yes,0.3,No,Corporate,4,4283,Gold,Texas
JM-20246,Female,55-64,Home Supplies,9,Laptop,Email,1114.214,PayPal,Yes,0.3,No,Home Office,10,1742,Gold,Florida
JM-21800,Female,65+,Furniture,18,Tablet,Social Media,792.52,Debit Card,No,0,No,Home Office,1,2870,Platinum,New York
JM-22333,Female,35-44,Furniture,11,Laptop,Direct,918.4008,Debit Card,Yes,0.2,Yes,Corporate,2,3697,Silver,Florida
JM-30877,Male,55-64,Technology,17,Laptop,Search Engine,2762.653,Bank Transfer,No,0,No,Corporate,2,3092,Gold,Alabama
JM-34575,Male,18-24,Furniture,9,Desktop,Social Media,1187.082,PayPal,Yes,0.1,No,Corporate,9,4265,Platinum,New York
JM-37861,Male,45-54,Furniture,13,Desktop,Search Engine,1943.6729,Debit Card,Yes,0.3,Yes,Consumer,10,1033,Bronze,California
JM-38222,Female,45-54,Technology,7,Desktop,Direct,1139.7904,PayPal,Yes,0.8,Yes,Corporate,10,3631,Gold,Florida
JM-50317,Male,18-24,Technology,3,Mobile,Social Media,122.6576,Credit Card,No,0,No,Corporate,2,3312,Platinum,Alabama
JM-54984,Female,25-34,Technology,15,Tablet,Social Media,372.498,Credit Card,Yes,0.1,Yes,Home Office,6,2690,Platinum,California
JM-55931,Male,55-64,Home Supplies,15,Desktop,Direct,1499.2983,Debit Card,Yes,0.7,Yes,Consumer,6,1420,Gold,Texas
JM-59976,Male,45-54,Home Supplies,6,Desktop,Search Engine,1105.9164,PayPal,No,0,No,Consumer,2,1565,Silver,Alabama
JM-60058,Male,65+,Home Supplies,13,Laptop,Search Engine,1685.4019,Debit Card,Yes,0.3,No,Home Office,1,2606,Gold,Alabama
JM-67015,Female,45-54,Furniture,15,Desktop,Social Media,797.789,Debit Card,Yes,0.5,Yes,Consumer,4,1193,Gold,California
JM-67887,Male,25-34,Furniture,18,Laptop,Search Engine,1516.3128,PayPal,Yes,0.8,Yes,Corporate,4,3879,Bronze,Ohio
JM-72365,Male,35-44,Furniture,2,Laptop,Direct,1481.4331,PayPal,Yes,0.2,Yes,Consumer,5,1249,Gold,Alabama
JM-72811,Female,18-24,Technology,3,Mobile,Email,631.314,Debit Card,No,0,No,Consumer,10,146,Platinum,New York
JM-72817,Male,45-54,Technology,8,Desktop,Direct,718.816,Credit Card,Yes,0.2,Yes,Corporate,9,4413,Gold,Florida
JM-74540,Male,55-64,Technology,1,Mobile,Search Engine,527.4721,Credit Card,Yes,0.1,No,Home Office,1,2688,Platinum,New York
JM-86222,Male,18-24,Technology,16,Laptop,Social Media,850.888,PayPal,Yes,0.8,Yes,Corporate,8,3779,Silver,Florida
JM-89548,Female,45-54,Furniture,12,Laptop,Search Engine,1113.955,Debit Card,Yes,0.3,Yes,Corporate,4,3503,Bronze,Texas
JM-89894,Male,55-64,Furniture,13,Laptop,Email,1421.32,Credit Card,Yes,0.3,Yes,Consumer,1,1001,Platinum,California
JM-92298,Female,45-54,Technology,7,Mobile,Email,225.7192,Bank Transfer,Yes,0.5,No,Corporate,2,3881,Gold,Ohio
JM-97440,Female,45-54,Technology,3,Laptop,Search Engine,795.177,Bank Transfer,Yes,0.3,No,Corporate,3,4791,Bronze,Ohio
JN-03462,Female,55-64,Home Supplies,19,Laptop,Search Engine,1836.826,Debit Card,Yes,0.5,Yes,Home Office,7,2013,Silver,Florida
JN-09993,Male,65+,Home Supplies,3,Desktop,Direct,776.578,Debit Card,No,0,No,Consumer,3,1726,Bronze,California
JN-24643,Female,35-44,Technology,18,Mobile,Search Engine,606.3678,PayPal,Yes,0.8,Yes,Consumer,1,496,Platinum,Alabama
JN-25367,Male,65+,Furniture,11,Laptop,Search Engine,1849.6841,Credit Card,No,0,No,Consumer,9,1272,Bronze,Texas
JN-25433,Female,45-54,Furniture,10,Desktop,Search Engine,1248.952,Credit Card,Yes,0.5,No,Consumer,2,1843,Platinum,Alabama
JN-26355,Female,35-44,Technology,8,Mobile,Social Media,281.7658,Bank Transfer,Yes,0.5,No,Home Office,7,1933,Gold,Ohio
JN-28078,Male,18-24,Technology,7,Laptop,Direct,1669.957,PayPal,Yes,0.5,No,Home Office,4,1870,Platinum,California
JN-28134,Male,45-54,Technology,17,Desktop,Search Engine,1273.9024,Debit Card,No,0,No,Home Office,10,1023,Platinum,California
JN-30943,Female,18-24,Furniture,10,Desktop,Direct,1202.5828,Credit Card,No,0,No,Home Office,5,1940,Bronze,Alabama
JN-31607,Female,65+,Home Supplies,19,Tablet,Direct,1050.9256,Bank Transfer,No,0,No,Corporate,4,4716,Gold,Alabama
JN-33443,Male,35-44,Furniture,18,Laptop,Social Media,1310.112,Credit Card,Yes,0.1,No,Corporate,10,3374,Silver,New York
JN-35732,Female,45-54,Technology,1,Laptop,Direct,1456.5772,Bank Transfer,Yes,0.1,No,Corporate,3,3265,Silver,Florida
JN-40455,Female,55-64,Home Supplies,6,Laptop,Email,1643.485,Debit Card,Yes,0.2,Yes,Consumer,5,763,Silver,California
JN-42052,Male,65+,Furniture,1,Laptop,Direct,1066.8466,Debit Card,Yes,0.3,No,Home Office,5,1110,Gold,California
JN-42423,Male,25-34,Technology,19,Desktop,Search Engine,1938.388,Credit Card,Yes,0.1,Yes,Corporate,3,3504,Platinum,California
